checkout_id,member_id,book_id,checkout_date,return_date,source,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre_x,pages_x,publication_year_x,publisher_x,genre_y,pages_y,publication_year_y,publisher_y
,1055,526,7/11/2025,,Reading Kickoff,Mostafa,Kamel,9,Heliopolis,Active,1/4/2025,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016,Delta House,Science Fiction,125,2016,Delta House
,1061,513,7/6/2025,,Reading Kickoff,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
,1012,509,7/11/2025,,Reading Kickoff,Ali,Hegazy,7,Maadi ,Active,12/8/2025,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
,1007,510,7/7/2025,,Reading Kickoff,Sherif,Fouad,6,Maadi,Active,8/18/2025,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers,Mystery,134,2013,Cairo Young Readers
,1073,530,7/7/2025,,Reading Kickoff,Yassin,Kamel,7,Zamalek,Inactive,8/26/2025,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books,Adventure,208,2012,Oasis Books
,1003,501,7/8/2025,,Reading Kickoff,Bassel,Hegazy,6,Maadi,Active,4/23/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
,1017,507,7/11/2025,,Reading Kickoff,Adam,Badr,9,Maadi,Active,7/12/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
,1061,504,7/6/2025,,Reading Kickoff,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,Rooftop Astronomers,Adel Roushdy,Science,319,2009,Cairo Young Readers,Science,319,2009,Cairo Young Readers
,1201,523,7/8/2025,,Reading Kickoff,,,,,,,Footsteps in the Dust,Laila Shokry,Historical,276,2018,Oasis Books,Historical,276,2018,Oasis Books
,1041,512,7/6/2025,,Reading Kickoff,Nada,Rashad,7,Nasr City,Active,4/2/2024,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House,Adventure,238,2022,Delta House
